"id","title","description","price","image_link","additional_image_link","link","availability","condition","product_type"
"608365","Women Linen Embroidered Shirt Trouser Set Mustard","Premium Women Linen Embroidered Shirt Trouser Set Mustard available at best price.","3262 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1689-11-608365-product-1.jpg"," "" https://content.public.markaz.app/markazimagevideo/public/products/1689-11-608365-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1689-11-608365-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1689-11-608365-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/1689-11-608365-product-1-withcode.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/1689-11-608365-product-1-withcode.jpg "" ","https://yourwebsite.com/products/608365","in stock","new","shirts"
"648088","Kids Purple ""What's Up"" T-Shirt Shorts Set","Premium Kids Purple ""What's Up"" T-Shirt Shorts Set available at best price.","2880 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01ESpLAt2J6tFuMcykG_!!2217265589373-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN01gz5YUw2J6tFrNfrtX_!!2217265589373-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01uun0gh2J6tFthN8n0_!!2217265589373-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01bHqQQJ2J6tFqNtqXM_!!2217265589373-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01uku7oY2J6tFuRBwji_!!2217265589373-0-cib.jpg "" ","https://yourwebsite.com/products/648088","in stock","new","shirts"
"370109","Cotton Lawn Embroidered Shirt & Trouser Set for Women","Premium Cotton Lawn Embroidered Shirt & Trouser Set for Women available at best price.","3178 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_370109.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_370109_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_370109_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_370109_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_370109_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_370109_alt_4.jpg "" ","https://yourwebsite.com/products/370109","in stock","new","shirts"
"653172","Off-White Korean Short Sleeve T-Shirt for Kids","Premium Off-White Korean Short Sleeve T-Shirt for Kids available at best price.","2453 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01BEICWC1sjN1Jhes4h_!!2218020975802-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN01IfA7pr1sjN1Lw3Q84_!!2218020975802-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01Pl0lnc1sjN1L3tgdd_!!2218020975802-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN019ow6wQ1sjN1Lw1LE7_!!2218020975802-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01Am1CHS1sjN1JT0wnj_!!2218020975802-0-cib.jpg "" ","https://yourwebsite.com/products/653172","in stock","new","shirts"
"653171","Kids Short Sleeve T-Shirt Set with Smile Graphic","Premium Kids Short Sleeve T-Shirt Set with Smile Graphic available at best price.","2309 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01BEICWC1sjN1Jhes4h_!!2218020975802-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN01IfA7pr1sjN1Lw3Q84_!!2218020975802-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01Pl0lnc1sjN1L3tgdd_!!2218020975802-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN019ow6wQ1sjN1Lw1LE7_!!2218020975802-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01Am1CHS1sjN1JT0wnj_!!2218020975802-0-cib.jpg "" ","https://yourwebsite.com/products/653171","in stock","new","shirts"
"345304","DZ09 Bluetooth Smart Watch with Camera & SIM Card","Premium DZ09 Bluetooth Smart Watch with Camera & SIM Card available at best price.","3584 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345304.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345304_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345304_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345304_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345304_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345304_alt_4.jpg "" ","https://yourwebsite.com/products/345304","in stock","new","smart watch"
"546323","Stylish Black Smart Watch with Fast Charging & Bluetooth","Premium Stylish Black Smart Watch with Fast Charging & Bluetooth available at best price.","2086 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_546323.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_546323_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_546323_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_546323_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_546323_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_546323_alt_4.jpg "" ","https://yourwebsite.com/products/546323","in stock","new","smart watch"
"583831","Smart Watch Silicone Red Black Lightweight Health Tracker","Premium Smart Watch Silicone Red Black Lightweight Health Tracker available at best price.","2450 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583831.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583831_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583831_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583831_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583831_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583831_alt_4.jpg "" ","https://yourwebsite.com/products/583831","in stock","new","smart watch"
"565252","Multicolor Smart Watch with 7 Straps & Fast Charge","Premium Multicolor Smart Watch with 7 Straps & Fast Charge available at best price.","3402 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_565252.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_565252_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_565252_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_565252_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_565252_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_565252_alt_4.jpg "" ","https://yourwebsite.com/products/565252","in stock","new","smart watch"
"619662","S10 Ultra 2 Smart Watch Titanium Black Orange Blue","Premium S10 Ultra 2 Smart Watch Titanium Black Orange Blue available at best price.","2841 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619662.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619662_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619662_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619662_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619662_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619662_alt_4.jpg "" ","https://yourwebsite.com/products/619662","in stock","new","smart watch"
"619024","D9 Ultra Smart Watch Series 9 with 7 Straps & Bluetooth","Premium D9 Ultra Smart Watch Series 9 with 7 Straps & Bluetooth available at best price.","2953 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619024.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619024_alt_0.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/https://content.public.markaz.app/markazimagevideo/public/products/1155-87-619024-product-1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619024_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619024_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_619024_alt_4.jpg "" ","https://yourwebsite.com/products/619024","in stock","new","smart watch"
"618013","Smart Watch Multicolor ABS Fast Charge 1800mAh","Premium Smart Watch Multicolor ABS Fast Charge 1800mAh available at best price.","2841 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618013.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618013_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618013_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618013_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618013_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618013_alt_4.jpeg "" ","https://yourwebsite.com/products/618013","in stock","new","smart watch"
"732747","Unisex Watch","Premium Unisex Watch available at best price.","1792 PKR","https://content.public.markaz.app/markazimagevideo/public/products/9d56b194-3f13-435c-ad7f-0f3eca77c540.jpeg"," "" https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/9d56b194-3f13-435c-ad7f-0f3eca77c540.jpeg "" ","https://yourwebsite.com/products/732747","in stock","new","smart watch"
"513575","Ultra Smart Watch with 7 Colorful Straps & Wireless Charger","Premium Ultra Smart Watch with 7 Colorful Straps & Wireless Charger available at best price.","3682 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_513575.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_513575_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_513575_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_513575_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_513575_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_513575_alt_4.jpg "" ","https://yourwebsite.com/products/513575","in stock","new","smart watch"
"583841","Smart Watch Black Silicone Band with Health Tracker","Premium Smart Watch Black Silicone Band with Health Tracker available at best price.","2421 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583841.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583841_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583841_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583841_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583841_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583841_alt_4.jpg "" ","https://yourwebsite.com/products/583841","in stock","new","smart watch"
"512490","Multicolor Smart Watch with 7 in 1 Fitness Tracker & 7 Straps","Premium Multicolor Smart Watch with 7 in 1 Fitness Tracker & 7 Straps available at best price.","3682 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_512490.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_512490_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_512490_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_512490_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_512490_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_512490_alt_4.jpg "" ","https://yourwebsite.com/products/512490","in stock","new","smart watch"
"613131","Men's Black Quartz Watch Lightweight Casual Wear","Premium Men's Black Quartz Watch Lightweight Casual Wear available at best price.","1959 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_613131.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_613131_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_613131_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_613131_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_613131_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_613131_alt_4.jpeg "" ","https://yourwebsite.com/products/613131","in stock","new","smart watch"
"409953","14 August Watch For Kids","Premium 14 August Watch For Kids available at best price.","812 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_409953.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_409953_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_409953_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_409953_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_409953_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_409953_alt_4.jpg "" ","https://yourwebsite.com/products/409953","in stock","new","smart watch"
"324089","7 in 1 Ultra Smart Watch Black Water Resistant","Premium 7 in 1 Ultra Smart Watch Black Water Resistant available at best price.","3479 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_324089.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_324089_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_324089_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_324089_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_324089_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_324089_alt_4.jpg "" ","https://yourwebsite.com/products/324089","in stock","new","smart watch"
"292032","Men's Classic Analogue Watch","Premium Men's Classic Analogue Watch available at best price.","1024 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-292032-product-1.jpeg"," "" https://content.public.markaz.app/markazimagevideo/public/products/578-132-292032-product-1.jpeg,https://content.public.markaz.app/markazimagevideo/public/products/578-132-292032-product-2.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-292032-product-2.jpeg,https://content.public.markaz.app/markazimagevideo/public/products/578-132-292032-product-3.jpeg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-292032-product-3.jpeg "" ","https://yourwebsite.com/products/292032","in stock","new","smart watch"
"583842","Stylish Bluetooth Smart Watch Black Red White ABS Plastic","Premium Stylish Bluetooth Smart Watch Black Red White ABS Plastic available at best price.","2016 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583842.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583842_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583842_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583842_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583842_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_583842_alt_4.jpg "" ","https://yourwebsite.com/products/583842","in stock","new","smart watch"
"294365","Men's Digital Display Watch","Premium Men's Digital Display Watch available at best price.","1204 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-294365-product-1.jpg"," "" https://content.public.markaz.app/markazimagevideo/public/products/578-132-294365-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/578-132-294365-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-294365-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/578-132-294365-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-132-294365-product-3.jpg "" ","https://yourwebsite.com/products/294365","in stock","new","smart watch"
"335939","Kids LED Digital Watch Red Rubber Strap","Premium Kids LED Digital Watch Red Rubber Strap available at best price.","770 PKR","https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-87-335939-product-1.jpg"," "" https://content.public.markaz.app/markazimagevideo/public/products/578-87-335939-product-1.jpg,https://content.public.markaz.app/markazimagevideo/public/products/578-87-335939-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-87-335939-product-2.jpg,https://content.public.markaz.app/markazimagevideo/public/products/578-87-335939-product-3.jpg,https://content.public.markaz.app/markazimagevideo/public/thumbnails/products/578-87-335939-product-3.jpg "" ","https://yourwebsite.com/products/335939","in stock","new","smart watch"
"626602","Black Stainless Steel Watch with Quartz Movement","Premium Black Stainless Steel Watch with Quartz Movement available at best price.","1652 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_626602.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_626602_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_626602_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_626602_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_626602_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_626602_alt_4.jpg "" ","https://yourwebsite.com/products/626602","in stock","new","smart watch"
"482867","Health Smart Watch Gold Orange Bluetooth 5.3","Premium Health Smart Watch Gold Orange Bluetooth 5.3 available at best price.","2954 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_482867.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_482867_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_482867_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_482867_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_482867_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_482867_alt_4.jpg "" ","https://yourwebsite.com/products/482867","in stock","new","smart watch"
"628123","Waterproof LED Smart Watch for Boys Girls Black","Premium Waterproof LED Smart Watch for Boys Girls Black available at best price.","742 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_628123.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_628123_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_628123_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_628123_alt_2.jpg "" ","https://yourwebsite.com/products/628123","in stock","new","smart watch"
"345307","Men's Blue Silicone Smart Watch with Water Resistant Display","Premium Men's Blue Silicone Smart Watch with Water Resistant Display available at best price.","2548 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345307.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345307_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345307_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345307_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345307_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_345307_alt_4.jpg "" ","https://yourwebsite.com/products/345307","in stock","new","smart watch"
"313637","Smart Watch T800 Ultra Series 8 Black Orange Rubber Strap","Premium Smart Watch T800 Ultra Series 8 Black Orange Rubber Strap available at best price.","3531 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313637.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313637_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313637_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313637_alt_2.jpeg "" ","https://yourwebsite.com/products/313637","in stock","new","smart watch"
"330609","T800 Ultra Smart Watch Silver Fast Charging IP65 Waterproof","Premium T800 Ultra Smart Watch Silver Fast Charging IP65 Waterproof available at best price.","3531 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_330609.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_330609_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_330609_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_330609_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_330609_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_330609_alt_4.jpg "" ","https://yourwebsite.com/products/330609","in stock","new","smart watch"
"313615","T900 Ultra Smart Watch Black Rubber Strap 49MM","Premium T900 Ultra Smart Watch Black Rubber Strap 49MM available at best price.","3698 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313615.jpeg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313615_alt_0.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313615_alt_1.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313615_alt_2.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313615_alt_3.jpeg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_313615_alt_4.jpeg "" ","https://yourwebsite.com/products/313615","in stock","new","smart watch"
"653036","Portable Hair Straightener with 6 Temp Settings & Smart Off","Premium Portable Hair Straightener with 6 Temp Settings & Smart Off available at best price.","4289 PKR","https://cbu01.alicdn.com/img/ibank/O1CN01dAFP4M1vzLfA4pOGG_!!2216321346243-0-cib.jpg"," "" https://cbu01.alicdn.com/img/ibank/O1CN017nlOsK1vzLf9vmsIC_!!2216321346243-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01ApMMBf1vzLfAiVOkt_!!2216321346243-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01bI12PU1vzLf3Qps0Y_!!2216321346243-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01gWZdHq1vzLfAiTeed_!!2216321346243-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01XBrLI81vzLfH2Ul4q_!!2216321346243-0-cib.jpg "" ","https://yourwebsite.com/products/653036","in stock","new","smart watch"
"618681","Wireless Smart TV Remote with Color Selection & Controls","Premium Wireless Smart TV Remote with Color Selection & Controls available at best price.","881 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618681.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618681_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618681_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618681_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618681_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_618681_alt_4.jpg "" ","https://yourwebsite.com/products/618681","in stock","new","smart watch"
"527143","How To Read A Book A5 Smart Reading Guide Multicolor Hardcover Paperback","Premium How To Read A Book A5 Smart Reading Guide Multicolor Hardcover Paperback available at best price.","818 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_527143.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_527143_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_527143_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_527143_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_527143_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_527143_alt_4.jpg "" ","https://yourwebsite.com/products/527143","in stock","new","smart watch"
"538637","Wireless Airpods with Noise Cancellation & Smart Touch","Premium Wireless Airpods with Noise Cancellation & Smart Touch available at best price.","1953 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_538637.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_538637_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_538637_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_538637_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_538637_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_538637_alt_4.jpg "" ","https://yourwebsite.com/products/538637","in stock","new","smart watch"
"484239","Smart Watch with 7 Belts & Water Resistant Design","Premium Smart Watch with 7 Belts & Water Resistant Design available at best price.","3682 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_484239.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_484239_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_484239_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_484239_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_484239_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_484239_alt_4.jpg "" ","https://yourwebsite.com/products/484239","in stock","new","smart watch"
"373050","Smart 12V Battery Charger with Pulse Charging & LCD Display","Premium Smart 12V Battery Charger with Pulse Charging & LCD Display available at best price.","3318 PKR","https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373050.jpg"," "" https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373050_alt_0.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373050_alt_1.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373050_alt_2.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373050_alt_3.jpg,https://raw.githubusercontent.com/SehrishMughal/OnlineStore/main/images/prod_373050_alt_4.jpg "" ","https://yourwebsite.com/products/373050","in stock","new","smart watch"
